hora,temperatura
2025-08-20T08:59:00,25.84
2025-08-20T08:59:05,28.65
2025-08-20T08:59:10,26.07
2025-08-20T08:59:15,28.17
2025-08-20T08:59:20,26.43
2025-08-20T08:59:25,27.64
2025-08-20T08:59:30,27.43
2025-08-20T08:59:35,26.51
2025-08-20T08:59:40,29.22
2025-08-20T08:59:45,27.28
2025-08-20T08:59:50,29.65
2025-08-20T08:59:55,27.43
2025-08-20T09:00:00,26.37
2025-08-20T09:00:05,26.11
2025-08-20T09:00:10,26.42
2025-08-20T09:00:15,26.39
2025-08-20T09:00:20,27.51
2025-08-20T09:00:25,29.4
2025-08-20T09:00:30,26.55
2025-08-20T09:00:35,28.59
2025-08-20T09:00:40,29.78
2025-08-20T09:00:45,29.69
2025-08-20T09:00:50,28.46
2025-08-20T09:00:55,29.02
2025-08-20T09:01:00,26.55
2025-08-20T09:01:05,28.79
2025-08-20T09:01:10,28.45
2025-08-20T09:01:15,27.21
2025-08-20T09:01:20,29.07
2025-08-20T09:01:25,29.18
2025-08-20T09:01:30,28.79
2025-08-20T09:01:35,26.04
2025-08-20T09:01:40,28.04
2025-08-20T09:01:45,28.77
2025-08-20T09:01:50,27.94
2025-08-20T09:01:55,26.47
2025-08-20T09:02:00,29.49
2025-08-20T09:02:05,27.54
2025-08-20T09:02:10,26.09
2025-08-20T09:02:15,27.52
2025-08-20T09:02:20,29.59
2025-08-20T09:02:25,27.79
2025-08-20T09:02:30,26.74
2025-08-20T09:02:35,26.06
2025-08-20T09:02:40,27.01
2025-08-20T09:02:45,29.08
2025-08-20T09:02:50,29.19
2025-08-20T09:02:55,26.29
2025-08-20T09:03:00,27.94
2025-08-20T09:03:05,28.82
2025-08-20T09:03:10,29.35
2025-08-20T09:03:15,28.99
2025-08-20T09:03:20,29.02
2025-08-20T09:03:25,26.83
2025-08-20T09:03:30,27.55
2025-08-20T09:03:35,28.25
2025-08-20T09:03:40,26.25
2025-08-20T09:03:45,28.8
2025-08-20T09:03:50,26.17
2025-08-20T09:03:55,29.17
2025-08-20T09:04:00,28.82
2025-08-20T09:04:05,26.67
2025-08-20T09:04:10,27.52
2025-08-20T09:04:15,25.99
2025-08-20T09:04:20,27.25
2025-08-20T09:04:25,27.79
2025-08-20T09:04:30,28.44
2025-08-20T09:04:35,27.53
2025-08-20T09:04:40,28.5
2025-08-20T09:04:45,28.98
2025-08-20T09:04:50,28.93
2025-08-20T09:04:55,29.56
2025-08-20T09:05:00,27.78
2025-08-20T09:05:05,27.98
2025-08-20T09:05:10,29.11
2025-08-20T09:05:15,26.9
2025-08-20T09:05:20,28.6
2025-08-20T09:05:25,26.35
2025-08-20T09:05:30,26.8
2025-08-20T09:05:35,27.22
2025-08-20T09:05:40,27.13
2025-08-20T09:05:45,29.45
2025-08-20T09:05:50,28.32
2025-08-20T09:05:55,26.17
2025-08-20T09:06:00,27.32
2025-08-20T09:06:05,27.11
2025-08-20T09:06:10,26.94
2025-08-20T09:06:15,29.52
2025-08-20T09:06:20,29.75
2025-08-20T09:06:25,26.22
2025-08-20T09:06:30,26.51
2025-08-20T09:06:35,29.41
2025-08-20T09:06:40,26.93
2025-08-20T09:06:45,28.29
2025-08-20T09:06:50,26.93
2025-08-20T09:06:55,27.56
2025-08-20T09:07:00,27.34
2025-08-20T09:07:05,26.15
2025-08-20T09:07:10,29.21
2025-08-20T09:07:15,26.29
2025-08-20T09:07:20,26.56
2025-08-20T09:07:25,26.3
2025-08-20T09:07:30,26.53
2025-08-20T09:07:35,29.09
2025-08-20T09:07:40,29.18
2025-08-20T09:07:45,27.54
2025-08-20T09:07:50,29.05
2025-08-20T09:07:55,26.25
2025-08-20T09:08:00,27.23
2025-08-20T09:08:05,29.47
2025-08-20T09:08:10,28.44
2025-08-20T09:08:15,26.44
2025-08-20T09:08:20,28.2
2025-08-20T09:08:25,29.54
2025-08-20T09:08:30,26.04
2025-08-20T09:08:35,27.21
2025-08-20T09:08:40,27.78
2025-08-20T09:08:45,29.85
2025-08-20T09:08:50,27.45
2025-08-20T09:08:55,27.52
2025-08-20T09:09:00,27.18
2025-08-20T09:09:05,27.43
2025-08-20T09:09:10,26.03
2025-08-20T09:09:15,27.38
2025-08-20T09:09:20,29.77
2025-08-20T09:09:25,27.12
2025-08-20T09:09:30,28.57
2025-08-20T09:09:35,28.17
2025-08-20T09:09:40,26.67
2025-08-20T09:09:45,28.57
2025-08-20T09:09:50,28.78
2025-08-20T09:09:55,29.26
2025-08-20T09:10:00,26.93
2025-08-20T09:10:05,29.88
2025-08-20T09:10:10,28.0
2025-08-20T09:10:15,28.25
2025-08-20T09:10:20,26.09
2025-08-20T09:10:25,27.24
2025-08-20T09:10:30,27.45
2025-08-20T09:10:35,28.39
2025-08-20T09:10:40,29.7
2025-08-20T09:10:45,30.0
2025-08-20T09:10:50,29.57
2025-08-20T09:10:55,26.69
2025-08-20T09:11:00,30
2025-08-20T09:11:05,27.55
2025-08-20T09:11:10,29.27
2025-08-20T09:11:15,27.01
2025-08-20T09:11:20,26.33
2025-08-20T09:11:25,29.91
2025-08-20T09:11:30,28.74
2025-08-20T09:11:35,26.89
2025-08-20T09:11:40,26.21
2025-08-20T09:11:45,28.98
2025-08-20T09:11:50,29.45
2025-08-20T09:11:55,26.07
2025-08-20T09:12:00,26.91
2025-08-20T09:12:05,27.88
2025-08-20T09:12:10,29.55
2025-08-20T09:12:15,29.39
2025-08-20T09:12:20,27.9
2025-08-20T09:12:25,28.65
2025-08-20T09:12:30,29.49
2025-08-20T09:12:35,26.16
2025-08-20T09:12:40,29.43
2025-08-20T09:12:45,28.06
2025-08-20T09:12:50,27.46
2025-08-20T09:12:55,29.82
2025-08-20T09:13:00,30
2025-08-20T09:13:05,27.77
2025-08-20T09:13:10,28.34
2025-08-20T09:13:15,26.9
2025-08-20T09:13:20,29.82
2025-08-20T09:13:25,29.03
2025-08-20T09:13:30,28.81
2025-08-20T09:13:35,27.33
2025-08-20T09:13:40,27.05
2025-08-20T09:13:45,28.27
2025-08-20T09:13:50,26.11
2025-08-20T09:13:55,29.13
2025-08-20T09:14:00,28.34
2025-08-20T09:14:05,28.79
2025-08-20T09:14:10,26.59
2025-08-20T09:14:15,27.95
2025-08-20T09:14:20,26.53
2025-08-20T09:14:25,29.39
2025-08-20T09:14:30,29.77
2025-08-20T09:14:35,28.88
2025-08-20T09:14:40,28.98
2025-08-20T09:14:45,29.57
2025-08-20T09:14:50,29.3
2025-08-20T09:14:55,29.28
2025-08-20T09:15:00,29.48
2025-08-20T09:15:05,26.9
2025-08-20T09:15:10,28.18
2025-08-20T09:15:15,27.3
2025-08-20T09:15:20,26.93
2025-08-20T09:15:25,27.46
2025-08-20T09:15:30,27.17
2025-08-20T09:15:35,29.93
2025-08-20T09:15:40,29.35
2025-08-20T09:15:45,28.89
2025-08-20T09:15:50,28.82
2025-08-20T09:15:55,28.17
2025-08-20T09:16:00,28.81
2025-08-20T09:16:05,29.55
2025-08-20T09:16:10,29.71
2025-08-20T09:16:15,27.8
2025-08-20T09:16:20,27.03
2025-08-20T09:16:25,26.7
2025-08-20T09:16:30,29.34
2025-08-20T09:16:35,29.45
2025-08-20T09:16:40,29.95
2025-08-20T09:16:45,26.77
2025-08-20T09:16:50,29.17
2025-08-20T09:16:55,30
2025-08-20T09:17:00,27.86
2025-08-20T09:17:05,29.52
2025-08-20T09:17:10,29.53
2025-08-20T09:17:15,28.14
2025-08-20T09:17:20,26.85
2025-08-20T09:17:25,29.36
2025-08-20T09:17:30,28.0
2025-08-20T09:17:35,28.33
2025-08-20T09:17:40,27.72
2025-08-20T09:17:45,27.81
2025-08-20T09:17:50,28.03
2025-08-20T09:17:55,26.33
2025-08-20T09:18:00,27.74
2025-08-20T09:18:05,28.44
2025-08-20T09:18:10,29.31
2025-08-20T09:18:15,29.25
2025-08-20T09:18:20,28.79
2025-08-20T09:18:25,27.78
2025-08-20T09:18:30,30
2025-08-20T09:18:35,30
2025-08-20T09:18:40,29.2
2025-08-20T09:18:45,29.9
2025-08-20T09:18:50,29.19
2025-08-20T09:18:55,26.75
2025-08-20T09:19:00,29.78
2025-08-20T09:19:05,27.74
2025-08-20T09:19:10,29.36
2025-08-20T09:19:15,28.2
2025-08-20T09:19:20,27.42
2025-08-20T09:19:25,28.37
2025-08-20T09:19:30,26.98
2025-08-20T09:19:35,26.49
2025-08-20T09:19:40,29.25
2025-08-20T09:19:45,27.1
2025-08-20T09:19:50,27.12
2025-08-20T09:19:55,26.5
2025-08-20T09:20:00,29.02
2025-08-20T09:20:05,27.38
2025-08-20T09:20:10,29.77
2025-08-20T09:20:15,27.69
2025-08-20T09:20:20,27.58
2025-08-20T09:20:25,29.25
2025-08-20T09:20:30,28.54
2025-08-20T09:20:35,27.57
2025-08-20T09:20:40,29.21
2025-08-20T09:20:45,27.18
2025-08-20T09:20:50,29.27
2025-08-20T09:20:55,27.3
2025-08-20T09:21:00,28.09
2025-08-20T09:21:05,28.86
2025-08-20T09:21:10,29.36
2025-08-20T09:21:15,29.98
2025-08-20T09:21:20,30
2025-08-20T09:21:25,29.1
2025-08-20T09:21:30,28.58
2025-08-20T09:21:35,27.48
2025-08-20T09:21:40,27.25
2025-08-20T09:21:45,27.28
2025-08-20T09:21:50,27.95
2025-08-20T09:21:55,27.05
2025-08-20T09:22:00,29.89
2025-08-20T09:22:05,27.75
2025-08-20T09:22:10,29.77
2025-08-20T09:22:15,28.39
2025-08-20T09:22:20,29.17
2025-08-20T09:22:25,26.94
2025-08-20T09:22:30,27.07
2025-08-20T09:22:35,29.03
2025-08-20T09:22:40,26.62
2025-08-20T09:22:45,27.44
2025-08-20T09:22:50,29.67
2025-08-20T09:22:55,29.61
2025-08-20T09:23:00,27.83
2025-08-20T09:23:05,27.29
2025-08-20T09:23:10,28.2
2025-08-20T09:23:15,27.39
2025-08-20T09:23:20,27.5
2025-08-20T09:23:25,29.2
2025-08-20T09:23:30,29.92
2025-08-20T09:23:35,26.73
2025-08-20T09:23:40,26.87
2025-08-20T09:23:45,29.33
2025-08-20T09:23:50,29.18
2025-08-20T09:23:55,28.12
2025-08-20T09:24:00,28.18
2025-08-20T09:24:05,27.65
2025-08-20T09:24:10,29.4
2025-08-20T09:24:15,27.4
2025-08-20T09:24:20,27.37
2025-08-20T09:24:25,29.28
2025-08-20T09:24:30,28.1
2025-08-20T09:24:35,27.26
2025-08-20T09:24:40,27.78
2025-08-20T09:24:45,28.51
2025-08-20T09:24:50,26.74
2025-08-20T09:24:55,29.12
2025-08-20T09:25:00,26.64
2025-08-20T09:25:05,26.54
2025-08-20T09:25:10,27.2
2025-08-20T09:25:15,29.63
2025-08-20T09:25:20,27.6
2025-08-20T09:25:25,28.14
2025-08-20T09:25:30,28.43
2025-08-20T09:25:35,28.81
2025-08-20T09:25:40,28.78
2025-08-20T09:25:45,27.49
2025-08-20T09:25:50,29.56
2025-08-20T09:25:55,29.71
2025-08-20T09:26:00,30
2025-08-20T09:26:05,30
2025-08-20T09:26:10,28.23
2025-08-20T09:26:15,28.6
2025-08-20T09:26:20,27.63
2025-08-20T09:26:25,26.98
2025-08-20T09:26:30,27.15
2025-08-20T09:26:35,27.75
2025-08-20T09:26:40,29.46
2025-08-20T09:26:45,30
2025-08-20T09:26:50,29.7
2025-08-20T09:26:55,28.61
2025-08-20T09:27:00,29.04
2025-08-20T09:27:05,29.4
2025-08-20T09:27:10,27.34
2025-08-20T09:27:15,26.51
2025-08-20T09:27:20,26.5
2025-08-20T09:27:25,28.37
2025-08-20T09:27:30,30
2025-08-20T09:27:35,28.19
2025-08-20T09:27:40,27.24
2025-08-20T09:27:45,28.13
2025-08-20T09:27:50,27.8
2025-08-20T09:27:55,27.94
2025-08-20T09:28:00,28.93
2025-08-20T09:28:05,28.98
2025-08-20T09:28:10,29.04
2025-08-20T09:28:15,27.66
2025-08-20T09:28:20,29.67
2025-08-20T09:28:25,27.94
2025-08-20T09:28:30,28.35
2025-08-20T09:28:35,27.31
2025-08-20T09:28:40,28.96
2025-08-20T09:28:45,28.14
2025-08-20T09:28:50,26.72
2025-08-20T09:28:55,26.64
2025-08-20T09:29:00,26.79
2025-08-20T09:29:05,26.51
2025-08-20T09:29:10,26.89
2025-08-20T09:29:15,26.8
2025-08-20T09:29:20,28.68
2025-08-20T09:29:25,28.56
2025-08-20T09:29:30,28.49
2025-08-20T09:29:35,29.44
2025-08-20T09:29:40,30
2025-08-20T09:29:45,28.01
2025-08-20T09:29:50,27.48
2025-08-20T09:29:55,29.31
2025-08-20T09:30:00,29.54
2025-08-20T09:30:05,27.47
2025-08-20T09:30:10,27.82
2025-08-20T09:30:15,27.41
2025-08-20T09:30:20,27.61
2025-08-20T09:30:25,28.15
2025-08-20T09:30:30,27.26
2025-08-20T09:30:35,28.69
2025-08-20T09:30:40,28.82
2025-08-20T09:30:45,27.04
2025-08-20T09:30:50,26.75
2025-08-20T09:30:55,27.4
2025-08-20T09:31:00,29.72
2025-08-20T09:31:05,29.22
2025-08-20T09:31:10,29.21
2025-08-20T09:31:15,28.71
2025-08-20T09:31:20,29.9
2025-08-20T09:31:25,28.2
2025-08-20T09:31:30,29.15
2025-08-20T09:31:35,27.26
2025-08-20T09:31:40,26.53
2025-08-20T09:31:45,30
2025-08-20T09:31:50,27.71
2025-08-20T09:31:55,26.73
2025-08-20T09:32:00,27.28
2025-08-20T09:32:05,28.79
2025-08-20T09:32:10,29.44
2025-08-20T09:32:15,30
2025-08-20T09:32:20,27.88
2025-08-20T09:32:25,30
2025-08-20T09:32:30,28.24
2025-08-20T09:32:35,29.5
2025-08-20T09:32:40,26.94
2025-08-20T09:32:45,26.71
2025-08-20T09:32:50,29.36
2025-08-20T09:32:55,26.97
2025-08-20T09:33:00,29.03
2025-08-20T09:33:05,28.46
2025-08-20T09:33:10,28.27
2025-08-20T09:33:15,27.55
2025-08-20T09:33:20,26.55
2025-08-20T09:33:25,29.73
2025-08-20T09:33:30,29.47
2025-08-20T09:33:35,30
2025-08-20T09:33:40,29.84
2025-08-20T09:33:45,26.63
2025-08-20T09:33:50,29.04
2025-08-20T09:33:55,28.68
2025-08-20T09:34:00,29.08
2025-08-20T09:34:05,30
2025-08-20T09:34:10,27.9
2025-08-20T09:34:15,29.5
2025-08-20T09:34:20,28.28
2025-08-20T09:34:25,27.15
2025-08-20T09:34:30,29.24
2025-08-20T09:34:35,29.16
2025-08-20T09:34:40,27.45
2025-08-20T09:34:45,29.61
2025-08-20T09:34:50,27.57
2025-08-20T09:34:55,27.65
2025-08-20T09:35:00,28.41
2025-08-20T09:35:05,28.83
2025-08-20T09:35:10,28.54
2025-08-20T09:35:15,29.08
2025-08-20T09:35:20,28.43
2025-08-20T09:35:25,30
2025-08-20T09:35:30,29.7
2025-08-20T09:35:35,29.05
2025-08-20T09:35:40,28.19
2025-08-20T09:35:45,28.08
2025-08-20T09:35:50,26.57
2025-08-20T09:35:55,27.2
2025-08-20T09:36:00,30
2025-08-20T09:36:05,29.52
2025-08-20T09:36:10,29.8
2025-08-20T09:36:15,28.08
2025-08-20T09:36:20,28.73
2025-08-20T09:36:25,27.97
2025-08-20T09:36:30,28.81
2025-08-20T09:36:35,29.45
2025-08-20T09:36:40,27.49
2025-08-20T09:36:45,29.15
2025-08-20T09:36:50,29.31
2025-08-20T09:36:55,29.72
2025-08-20T09:37:00,29.7
2025-08-20T09:37:05,29.66
2025-08-20T09:37:10,29.67
2025-08-20T09:37:15,28.46
2025-08-20T09:37:20,27.15
2025-08-20T09:37:25,27.62
2025-08-20T09:37:30,27.29
2025-08-20T09:37:35,27.29
2025-08-20T09:37:40,28.11
2025-08-20T09:37:45,29.57
2025-08-20T09:37:50,28.06
2025-08-20T09:37:55,28.15
2025-08-20T09:38:00,27.45
2025-08-20T09:38:05,29.2
2025-08-20T09:38:10,28.38
2025-08-20T09:38:15,27.34
2025-08-20T09:38:20,28.82
2025-08-20T09:38:25,28.84
2025-08-20T09:38:30,29.99
2025-08-20T09:38:35,28.07
2025-08-20T09:38:40,28.9
2025-08-20T09:38:45,28.5
2025-08-20T09:38:50,28.12
2025-08-20T09:38:55,27.74
2025-08-20T09:39:00,29.61
2025-08-20T09:39:05,28.31
2025-08-20T09:39:10,27.55
2025-08-20T09:39:15,30
2025-08-20T09:39:20,29.59
2025-08-20T09:39:25,30
2025-08-20T09:39:30,28.81
2025-08-20T09:39:35,26.75
2025-08-20T09:39:40,30
2025-08-20T09:39:45,28.43
2025-08-20T09:39:50,29.32
2025-08-20T09:39:55,30
2025-08-20T09:40:00,27.42
2025-08-20T09:40:05,30
2025-08-20T09:40:10,27.31
2025-08-20T09:40:15,29.68
2025-08-20T09:40:20,29.48
2025-08-20T09:40:25,30
2025-08-20T09:40:30,26.85
2025-08-20T09:40:35,30
2025-08-20T09:40:40,29.21
2025-08-20T09:40:45,29.28
2025-08-20T09:40:50,28.56
2025-08-20T09:40:55,29.15
2025-08-20T09:41:00,29.85
2025-08-20T09:41:05,27.71
2025-08-20T09:41:10,28.15
2025-08-20T09:41:15,29.8
2025-08-20T09:41:20,27.41
2025-08-20T09:41:25,30
2025-08-20T09:41:30,28.28
2025-08-20T09:41:35,28.33
2025-08-20T09:41:40,27.99
2025-08-20T09:41:45,28.16
2025-08-20T09:41:50,27.61
2025-08-20T09:41:55,29.06
2025-08-20T09:42:00,29.38
2025-08-20T09:42:05,30
2025-08-20T09:42:10,27.94
2025-08-20T09:42:15,29.74
2025-08-20T09:42:20,29.37
2025-08-20T09:42:25,27.07
2025-08-20T09:42:30,29.4
2025-08-20T09:42:35,30
2025-08-20T09:42:40,30
2025-08-20T09:42:45,29.96
2025-08-20T09:42:50,29.13
2025-08-20T09:42:55,29.04
2025-08-20T09:43:00,29.18
2025-08-20T09:43:05,27.27
2025-08-20T09:43:10,28.72
2025-08-20T09:43:15,29.04
2025-08-20T09:43:20,27.95
2025-08-20T09:43:25,29.86
2025-08-20T09:43:30,29.88
2025-08-20T09:43:35,29.8
2025-08-20T09:43:40,28.32
2025-08-20T09:43:45,30
2025-08-20T09:43:50,29.63
2025-08-20T09:43:55,30
2025-08-20T09:44:00,29.57
2025-08-20T09:44:05,27.1
2025-08-20T09:44:10,27.57
2025-08-20T09:44:15,27.61
2025-08-20T09:44:20,28.32
2025-08-20T09:44:25,27.27
2025-08-20T09:44:30,28.2
2025-08-20T09:44:35,27.53
2025-08-20T09:44:40,28.95
2025-08-20T09:44:45,28.7
2025-08-20T09:44:50,27.8
2025-08-20T09:44:55,29.66
2025-08-20T09:45:00,29.11
2025-08-20T09:45:05,29.56
2025-08-20T09:45:10,28.98
2025-08-20T09:45:15,28.89
2025-08-20T09:45:20,29.96
2025-08-20T09:45:25,28.34
2025-08-20T09:45:30,26.86
2025-08-20T09:45:35,26.91
2025-08-20T09:45:40,29.6
2025-08-20T09:45:45,28.67
2025-08-20T09:45:50,27.96
2025-08-20T09:45:55,29.41
2025-08-20T09:46:00,27.39
2025-08-20T09:46:05,27.4
2025-08-20T09:46:10,27.31
2025-08-20T09:46:15,30
2025-08-20T09:46:20,28.91
2025-08-20T09:46:25,28.71
2025-08-20T09:46:30,27.11
2025-08-20T09:46:35,30
2025-08-20T09:46:40,29.76
2025-08-20T09:46:45,27.62
2025-08-20T09:46:50,30
2025-08-20T09:46:55,30
2025-08-20T09:47:00,30
2025-08-20T09:47:05,28.03
2025-08-20T09:47:10,27.49
2025-08-20T09:47:15,27.17
2025-08-20T09:47:20,29.37
2025-08-20T09:47:25,27.55
2025-08-20T09:47:30,29.56
2025-08-20T09:47:35,30
2025-08-20T09:47:40,27.79
2025-08-20T09:47:45,28.97
2025-08-20T09:47:50,29.38
2025-08-20T09:47:55,27.55
2025-08-20T09:48:00,27.11
2025-08-20T09:48:05,27.7
2025-08-20T09:48:10,30
2025-08-20T09:48:15,28.98
2025-08-20T09:48:20,28.64
2025-08-20T09:48:25,29.9
2025-08-20T09:48:30,29.33
2025-08-20T09:48:35,30
2025-08-20T09:48:40,29.99
2025-08-20T09:48:45,30
2025-08-20T09:48:50,28.51
2025-08-20T09:48:55,30
2025-08-20T09:49:00,29.75
2025-08-20T09:49:05,27.28
2025-08-20T09:49:10,30
2025-08-20T09:49:15,29.25
2025-08-20T09:49:20,29.89
2025-08-20T09:49:25,27.5
2025-08-20T09:49:30,27.21
2025-08-20T09:49:35,26.82
2025-08-20T09:49:40,28.89
2025-08-20T09:49:45,29.88
2025-08-20T09:49:50,29.19
2025-08-20T09:49:55,30
2025-08-20T09:50:00,27.26
2025-08-20T09:50:05,30
2025-08-20T09:50:10,29.49
2025-08-20T09:50:15,29.94
2025-08-20T09:50:20,30
2025-08-20T09:50:25,28.63
2025-08-20T09:50:30,27.35
2025-08-20T09:50:35,28.21
2025-08-20T09:50:40,28.67
2025-08-20T09:50:45,27.2
2025-08-20T09:50:50,29.73
2025-08-20T09:50:55,28.66
2025-08-20T09:51:00,30
2025-08-20T09:51:05,30
2025-08-20T09:51:10,29.52
2025-08-20T09:51:15,27.05
2025-08-20T09:51:20,29.51
2025-08-20T09:51:25,28.2
2025-08-20T09:51:30,29.37
2025-08-20T09:51:35,29.35
2025-08-20T09:51:40,28.24
2025-08-20T09:51:45,28.47
2025-08-20T09:51:50,28.93
2025-08-20T09:51:55,28.12
2025-08-20T09:52:00,30
2025-08-20T09:52:05,28.46
2025-08-20T09:52:10,27.14
2025-08-20T09:52:15,27.28
2025-08-20T09:52:20,30
2025-08-20T09:52:25,30
2025-08-20T09:52:30,29.43
2025-08-20T09:52:35,27.76
2025-08-20T09:52:40,30
2025-08-20T09:52:45,29.44
2025-08-20T09:52:50,30
2025-08-20T09:52:55,29.31
2025-08-20T09:53:00,28.86
2025-08-20T09:53:05,30
2025-08-20T09:53:10,26.89
2025-08-20T09:53:15,28.07
2025-08-20T09:53:20,29.04
2025-08-20T09:53:25,28.76
2025-08-20T09:53:30,27.71
2025-08-20T09:53:35,30
2025-08-20T09:53:40,26.99
2025-08-20T09:53:45,30
2025-08-20T09:53:50,27.01
2025-08-20T09:53:55,29.29
2025-08-20T09:54:00,29.26
2025-08-20T09:54:05,28.43
2025-08-20T09:54:10,29.11
2025-08-20T09:54:15,30
2025-08-20T09:54:20,27.0
2025-08-20T09:54:25,29.13
2025-08-20T09:54:30,29.56
2025-08-20T09:54:35,28.81
2025-08-20T09:54:40,26.9
2025-08-20T09:54:45,27.23
2025-08-20T09:54:50,28.31
2025-08-20T09:54:55,28.08
2025-08-20T09:55:00,27.63
2025-08-20T09:55:05,30
2025-08-20T09:55:10,28.78
2025-08-20T09:55:15,27.05
2025-08-20T09:55:20,27.64
2025-08-20T09:55:25,30
2025-08-20T09:55:30,28.53
2025-08-20T09:55:35,28.06
2025-08-20T09:55:40,27.44
2025-08-20T09:55:45,29.06
2025-08-20T09:55:50,29.67
2025-08-20T09:55:55,28.0
2025-08-20T09:56:00,27.95
2025-08-20T09:56:05,27.0
2025-08-20T09:56:10,29.77
2025-08-20T09:56:15,28.91
2025-08-20T09:56:20,27.37
2025-08-20T09:56:25,30
2025-08-20T09:56:30,28.94
2025-08-20T09:56:35,30
2025-08-20T09:56:40,29.01
2025-08-20T09:56:45,29.4
2025-08-20T09:56:50,27.29
2025-08-20T09:56:55,27.46
2025-08-20T09:57:00,29.31
2025-08-20T09:57:05,28.6
2025-08-20T09:57:10,30
2025-08-20T09:57:15,29.9
2025-08-20T09:57:20,27.73
2025-08-20T09:57:25,29.63
2025-08-20T09:57:30,29.33
2025-08-20T09:57:35,28.72
2025-08-20T09:57:40,29.08
2025-08-20T09:57:45,30
2025-08-20T09:57:50,27.12
2025-08-20T09:57:55,29.64
2025-08-20T09:58:00,27.04
2025-08-20T09:58:05,28.12
2025-08-20T09:58:10,28.33
2025-08-20T09:58:15,30
2025-08-20T09:58:20,28.95
2025-08-20T09:58:25,28.92
2025-08-20T09:58:30,30
2025-08-20T09:58:35,28.68
2025-08-20T09:58:40,30
2025-08-20T09:58:45,27.57
2025-08-20T09:58:50,27.0
2025-08-20T09:58:55,28.49
2025-08-20T09:59:00,30
2025-08-20T09:59:05,30
2025-08-20T09:59:10,28.49
2025-08-20T09:59:15,27.49
2025-08-20T09:59:20,28.58
2025-08-20T09:59:25,30
2025-08-20T09:59:30,29.25
2025-08-20T09:59:35,28.02
2025-08-20T09:59:40,30
2025-08-20T09:59:45,30
2025-08-20T09:59:50,29.66
2025-08-20T09:59:55,29.06
2025-08-20T10:00:00,28.47
2025-08-20T10:00:05,30
2025-08-20T10:00:10,30
2025-08-20T10:00:15,29.85
2025-08-20T10:00:20,30
2025-08-20T10:00:25,29.81
2025-08-20T10:00:30,30
2025-08-20T10:00:35,28.51
2025-08-20T10:00:40,27.08
2025-08-20T10:00:45,29.31
2025-08-20T10:00:50,30
2025-08-20T10:00:55,28.79
2025-08-20T10:01:00,27.36
2025-08-20T10:01:05,27.04
2025-08-20T10:01:10,27.84
2025-08-20T10:01:15,30
2025-08-20T10:01:20,29.64
2025-08-20T10:01:25,28.01
2025-08-20T10:01:30,27.15
2025-08-20T10:01:35,29.56
2025-08-20T10:01:40,30
2025-08-20T10:01:45,29.58
2025-08-20T10:01:50,27.4
2025-08-20T10:01:55,30
2025-08-20T10:02:00,30
2025-08-20T10:02:05,28.49
2025-08-20T10:02:10,29.51
2025-08-20T10:02:15,27.56
2025-08-20T10:02:20,28.98
2025-08-20T10:02:25,27.39
2025-08-20T10:02:30,28.25
2025-08-20T10:02:35,30
2025-08-20T10:02:40,29.86
2025-08-20T10:02:45,27.95
2025-08-20T10:02:50,27.91
2025-08-20T10:02:55,27.9
2025-08-20T10:03:00,27.4
2025-08-20T10:03:05,27.07
2025-08-20T10:03:10,27.69
2025-08-20T10:03:15,30
2025-08-20T10:03:20,27.58
2025-08-20T10:03:25,27.71
2025-08-20T10:03:30,29.88
2025-08-20T10:03:35,29.93
2025-08-20T10:03:40,29.73
2025-08-20T10:03:45,27.38
2025-08-20T10:03:50,29.35
2025-08-20T10:03:55,30
2025-08-20T10:04:00,29.49
2025-08-20T10:04:05,27.78
2025-08-20T10:04:10,30
2025-08-20T10:04:15,27.11
2025-08-20T10:04:20,28.57
2025-08-20T10:04:25,28.64
2025-08-20T10:04:30,29.73
2025-08-20T10:04:35,28.7
2025-08-20T10:04:40,30
2025-08-20T10:04:45,30
2025-08-20T10:04:50,30
2025-08-20T10:04:55,30
2025-08-20T10:05:00,27.72
2025-08-20T10:05:05,30
2025-08-20T10:05:10,30
2025-08-20T10:05:15,28.49
2025-08-20T10:05:20,29.89
2025-08-20T10:05:25,29.15
2025-08-20T10:05:30,28.44
2025-08-20T10:05:35,27.09
2025-08-20T10:05:40,28.38
2025-08-20T10:05:45,28.84
2025-08-20T10:05:50,29.3
2025-08-20T10:05:55,27.99
2025-08-20T10:06:00,30
2025-08-20T10:06:05,29.32
2025-08-20T10:06:10,27.38
2025-08-20T10:06:15,28.02
2025-08-20T10:06:20,27.83
2025-08-20T10:06:25,28.37
2025-08-20T10:06:30,28.13
2025-08-20T10:06:35,27.14
2025-08-20T10:06:40,28.9
2025-08-20T10:06:45,27.72
2025-08-20T10:06:50,27.5
2025-08-20T10:06:55,28.65
2025-08-20T10:07:00,28.95
2025-08-20T10:07:05,30
2025-08-20T10:07:10,29.56
2025-08-20T10:07:15,30
2025-08-20T10:07:20,30
2025-08-20T10:07:25,30
2025-08-20T10:07:30,27.83
2025-08-20T10:07:35,28.34
2025-08-20T10:07:40,27.59
2025-08-20T10:07:45,29.38
2025-08-20T10:07:50,27.35
2025-08-20T10:07:55,30
2025-08-20T10:08:00,27.79
2025-08-20T10:08:05,30
2025-08-20T10:08:10,27.58
2025-08-20T10:08:15,29.18
2025-08-20T10:08:20,29.05
2025-08-20T10:08:25,28.34
